"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PAIMPRU","199302","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199303","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199304","32.333","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199305","31.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199306","76.733","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199307","157.387","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199308","26.484","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199309","56.6","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199310","176.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199311","55.633","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199312","38.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199313","54.748","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199401","10.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199402","13.536","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199403","34.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199404","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199405","31.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199406","133.367","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199407","81.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199408","20.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199409","5.833","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199410","30.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199411","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199412","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199413","30.214","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199501","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199502","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199503","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199504","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199505","11.839","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199506","14.667","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199507","40.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199508","135.774","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199509","49.933","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199510","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199511","27.7","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199512","15.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199513","24.852","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199601","10.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199602","13.586","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199603","17.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199604","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199605","62.839","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199606","14.3","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199607","42.194","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199608","32.194","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199609","39.4","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199610","42.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199611","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199612","25.71","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199613","25.276","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199701","21.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199702","18.536","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199703","12.742","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199704","20.033","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199705","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199706","7.933","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199707","9.452","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199708","32","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199709","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199710","13.29","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199711","20.733","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199712","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199713","12.945","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199801","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199802","12.393","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199803","3.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199804","0.1","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199805","No Data Reported","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199806","33.533","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199807","69.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199808","1.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199809","33.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199810","14.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199811","54.1","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199812","63.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199813","23.789","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199901","28","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199902","28.286","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199903","26.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199904","75.367","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199905","109.097","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199906","149.167","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199907","138.581","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199908","138.097","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199909","141.7","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199910","109.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199911","94.433","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199912","31.032","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","199913","89.345","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200001","28.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200002","120.172","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200003","62.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200004","82.7","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200005","43.839","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200006","74.733","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200007","77.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200008","73.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200009","88.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200010","110.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200011","49.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200012","55.161","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200013","72.082","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200101","190.452","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200102","183.071","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200103","52.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200104","114.6","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200105","87.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200106","47.433","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200107","81.29","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200108","117.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200109","124.167","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200110","33.677","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200111","22.1","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200112","30.032","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200113","89.816","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200201","60.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200202","50.714","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200203","95.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200204","191.667","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200205","370.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200206","231.467","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200207","219.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200208","235.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200209","225.433","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200210","295.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200211","255.433","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200212","276.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200213","210.11","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200301","180.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200302","270.75","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200303","257.452","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200304","132.033","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200305","208.226","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200306","526.967","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200307","550.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200308","411.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200309","274.8","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200310","93.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200311","70.8","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200312","72.226","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200313","254.003","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200401","136.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200402","184.379","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200403","194.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200404","371.833","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200405","226.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200406","432.1","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200407","396.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200408","256.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200409","234.3","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200410","294.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200411","490.367","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200412","364.581","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200413","298.227","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200501","337.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200502","463.536","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200503","509.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200504","659.9","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200505","365.29","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200506","349.567","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200507","613.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200508","236.903","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200509","465.767","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200510","435.032","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200511","216.567","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200512","274.581","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200513","410.085","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200601","218.581","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200602","304.429","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200603","219.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200604","219.633","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200605","620.903","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200606","430.133","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200607","424.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200608","485.452","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200609","536.767","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200610","365.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200611","223.4","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200612","369.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200613","368.893","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200701","347.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200702","241.679","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200703","455.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200704","556.067","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200705","498.774","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200706","285.267","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200707","533.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200708","416.419","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200709","389.033","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200710","452.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200711","470.1","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200712","305.839","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200713","413.901","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200801","392.097","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200802","451.138","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200803","402.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200804","401.767","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200805","460.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200806","763.8","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200807","572.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200808","489.839","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200809","433.3","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200810","394","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200811","444.767","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200812","382.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200813","465.202","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200901","515.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200902","472.286","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200903","642.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200904","759.067","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200905","809.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200906","617.733","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200907","757.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200908","504.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200909","486","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200910","385.323","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200911","414.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200912","384.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","200913","563.082","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201001","463","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201002","423.214","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201003","494.032","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201004","586.8","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201005","719.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201006","759.7","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201007","719.194","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201008","786.161","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201009","647.567","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201010","654.774","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201011","561.167","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201012","514.129","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201013","611.973","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201101","557.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201102","436.571","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201103","689.677","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201104","704.067","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201105","683.548","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201106","688.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201107","563.742","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201108","585.484","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201109","591.6","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201110","687.387","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201111","737.333","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201112","552.161","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201113","624.038","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201201","571.871","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201202","287.724","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201203","325.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201204","387.9","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201205","547.484","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201206","654.833","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201207","490.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201208","367.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201209","561.767","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201210","552.484","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201211","445.133","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201212","523.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201213","477.082","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201301","327.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201302","454.179","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201303","453.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201304","584.367","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201305","554.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201306","519.133","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201307","455.742","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201308","572.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201309","458.5","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201310","555.161","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201311","325.367","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201312","264.645","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201313","460.34","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201401","212.387","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201402","364.536","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201403","423.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201404","404.533","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201405","350.871","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201406","274.467","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201407","405.258","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201408","394.387","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201409","281.833","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201410","316.452","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201411","170.067","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201412","355.097","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201413","329.712","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201501","400.71","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201502","299.929","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201503","376.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201504","357.9","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201505","337","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201506","500.067","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201507","445.484","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201508","509.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201509","368.6","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201510","307.355","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201511","319.9","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201512","219.065","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201513","370.54","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201601","395.194","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201602","435.862","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201603","329.226","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201604","508.867","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201605","434.935","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201606","484.9","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201607","538.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201608","498.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201609","420.6","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201610","490.968","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201611","418.733","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201612","333.613","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201613","440.672","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201701","361.032","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201702","330.786","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201703","378.516","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201704","307.7","8","Petroleum Imports From Russia","Thousand Barrels per Day"
"PAIMPRU","201705","400.806","8","Petroleum Imports From Russia","Thousand Barrels per Day"
