"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PAIMPBZ","194913","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195013","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195113","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195213","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195313","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195413","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195513","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195613","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195713","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195813","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","195913","Not Available","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196013","1.137","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196113","6.562","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196213","4.605","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196313","5.918","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196413","0.672","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196513","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196613","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196713","1.619","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196813","0.18","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","196913","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197013","2.49","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197113","3.244","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197213","4.863","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197301","11.387","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197302","15.107","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197303","14.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197304","15.967","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197305","15.484","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197306","16.033","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197307","4.484","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197308","5.129","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197309","5.067","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197310","1.774","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197311","2.3","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197312","2.161","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197313","9.036","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197401","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197402","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197403","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197404","5.367","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197405","5.258","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197406","4.733","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197407","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197408","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197409","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197410","2.516","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197411","3.267","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197412","3.29","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197413","2.041","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197501","13.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197502","10.893","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197503","8.29","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197504","5.833","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197505","11.097","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197506","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197507","1.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197508","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197509","6.7","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197510","6.968","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197511","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197512","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197513","5.326","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197601","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197602","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197603","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197604","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197605","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197606","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197607","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197608","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197609","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197610","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197611","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197612","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197613","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197701","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197702","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197703","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197704","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197705","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197706","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197707","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197708","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197709","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197710","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197711","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197712","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197713","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197801","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197802","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197803","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197804","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197805","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197806","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197807","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197808","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197809","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197810","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197811","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197812","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197813","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197901","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197902","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197903","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197904","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197905","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197906","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197907","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197908","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197909","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197910","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197911","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197912","7.774","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","197913","0.66","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198001","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198002","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198003","7.548","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198004","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198005","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198006","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198007","9.452","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198008","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198009","9.7","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198010","11.903","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198011","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198012","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198013","3.243","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198101","14.268","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198102","25.611","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198103","12.882","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198104","11.918","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198105","12.809","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198106","1.296","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198107","46.398","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198108","20.222","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198109","22.981","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198110","23.217","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198111","14.412","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198112","74.314","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198113","23.459","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198201","11.256","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198202","60.949","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198203","25.105","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198204","41.567","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198205","30.798","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198206","44.703","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198207","38.09","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198208","56.778","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198209","47.61","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198210","83.782","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198211","93.21","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198212","32.301","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198213","46.961","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198301","42.703","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198302","27.663","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198303","47.025","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198304","30.768","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198305","66.918","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198306","28.725","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198307","43.343","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198308","53.853","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198309","68.875","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198310","8.498","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198311","24.436","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198312","45.266","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198313","40.807","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198401","41.126","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198402","27.581","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198403","61.01","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198404","59.559","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198405","45.606","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198406","92.795","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198407","61.569","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198408","53.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198409","55.916","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198410","61.676","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198411","75.648","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198412","86.055","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198413","60.204","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198501","65.031","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198502","56.343","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198503","36.079","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198504","68.481","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198505","51.011","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198506","68.343","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198507","44.288","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198508","105.315","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198509","59.915","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198510","62.262","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198511","77.677","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198512","37.341","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198513","60.962","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198601","22.806","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198602","35.357","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198603","48.935","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198604","50.433","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198605","32.774","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198606","56.167","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198607","39.935","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198608","51.742","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198609","74.6","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198610","74.226","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198611","70.4","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198612","43","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198613","50.011","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198701","53.71","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198702","75.714","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198703","66.742","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198704","92.033","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198705","77.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198706","62.133","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198707","92.871","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198708","104.226","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198709","113.282","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198710","72.065","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198711","106.33","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198712","92.484","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198713","84.031","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198801","108.25","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198802","105.655","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198803","77.218","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198804","114.051","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198805","88.203","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198806","107.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198807","108.851","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198808","105.172","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198809","93.7","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198810","126.613","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198811","69.733","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198812","74.161","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198813","98.215","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198901","93.032","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198902","130.786","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198903","118.677","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198904","75.833","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198905","64.516","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198906","91.9","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198907","79.806","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198908","67.29","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198909","73.133","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198910","66.323","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198911","86.2","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198912","39","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","198913","81.814","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199001","48.065","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199002","45.393","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199003","8.387","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199004","40.2","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199005","114.29","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199006","82.467","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199007","93.226","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199008","44.806","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199009","8.467","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199010","12.129","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199011","74.233","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199012","15.935","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199013","48.97","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199101","31.355","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199102","12.607","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199103","No Data Reported","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199104","17.267","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199105","31.097","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199106","40.667","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199107","20.774","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199108","26.935","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199109","19.433","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199110","15.645","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199111","44.533","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199112","8.323","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199113","22.378","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199201","17.645","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199202","12.103","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199203","0.355","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199204","16.733","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199205","17.613","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199206","27.767","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199207","24.871","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199208","10.323","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199209","20.9","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199210","10.194","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199211","32.4","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199212","50.161","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199213","20.085","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199301","2.806","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199302","22.179","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199303","27.387","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199304","55.733","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199305","41.129","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199306","19.333","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199307","47.968","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199308","31.645","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199309","59.067","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199310","15.323","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199311","61.133","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199312","9.677","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199313","32.693","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
"PAIMPBZ","199401","10.71","1","Petroleum Imports From Brazil","Thousand Barrels per Day"
